Product_name,offer_price,Original_price,Product_URL
MAXIMA,Rs.1216,Rs.1749,https://www.flipkart.com/maxima-25142cmgi-attivo-analog-watch-men/p/itmf3zhdhzrzzewg?pid=WATDJTR9EV9SPVCD&lid=LSTWATDJTR9EV9SPVCDKFY5SM&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_103&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATDJTR9EV9SPVCD.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Daniel Jubile,Rs.217,Rs.1499,https://www.flipkart.com/daniel-jubile-bracelet-flower-stone-rose-gold-21st-century-analog-watch-women/p/itm38762c94e3a7f?pid=WATFPEUYQXMTGQZR&lid=LSTWATFPEUYQXMTGQZRQY0JA0&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_104&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSqRDu%2FuxLTW8ueGr8eoOpz1Fdj97wTo6vXDbjeS9%2Ftzzw%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
MAXIMA,Rs.664,Rs.1475,https://www.flipkart.com/maxima-o-45843ppgw-hybrid-collection-analog-watch-men/p/itmf3zgzfz4gzqqx?pid=WATFYHKGQD8NPHSC&lid=LSTWATFYHKGQD8NPHSCYFUR7J&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_105&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFYHKGQD8NPHSC.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
MAXIMA,Rs.349,Rs.1395,https://www.flipkart.com/maxima-l-62713lmli-elite-analog-watch-women/p/itm63f7b36504b96?pid=WATFXF8UKZGBHASG&lid=LSTWATFXF8UKZGBHASGPRFCAH&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_106&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFXF8UKZGBHASG.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Daniel Jubile,Rs.284,Rs.1499,https://www.flipkart.com/daniel-jubile-magnet-strap-girls-women-12-diamond-rishtey-blue-21st-century-magnetic-chain-analog-watch/p/itm2d6d5bcdf39e3?pid=WATFMKQQWJKKKKF3&lid=LSTWATFMKQQWJKKKKF3YNTN8Y&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_107&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFMKQQWJKKKKF3.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Fogg,Rs.312,Rs.2599,https://www.flipkart.com/fogg-1140-br-brown-day-date-analog-watch-men/p/itmf4zhzge2c9nft?pid=WATF4ZDBHXGP6FGZ&lid=LSTWATF4ZDBHXGP6FGZACP3AL&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_108&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSrNcWH0c8BFn7Qe0Ud8gMnMZc%2FuYi3ydJk5uTvpeDRZQg%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Rizzly,Rs.197,Rs.1299,https://www.flipkart.com/rizzly-213-blue-smart-casual-designer-unique-new-boys-analog-watch/p/itme8a4362f539db?pid=WATFUBHGSMAGUHGE&lid=LSTWATFUBHGSMAGUHGE2N7LWH&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_109&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFUBHGSMAGUHGE.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
EDDY HAGER,Rs.208,Rs.1699,https://www.flipkart.com/eddy-hager-eh-167-brown-brown-unique-new-analog-watch-men/p/itm95d0064ca25d1?pid=WATFWHRQQ3AX4ANR&lid=LSTWATFWHRQQ3AX4ANREGDLNM&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_110&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFWHRQQ3AX4ANR.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
CASADO,Rs.261,Rs.1299,https://www.flipkart.com/casado-csd-326-blk-blk-all-black-mesh-silicone-strap-superior-dual-tone-dial-water-resistant-quartz-boys-series-analog-watch/p/itm7bd48672c574e?pid=WATFKBZG4YNSHJNG&lid=LSTWATFKBZG4YNSHJNGQEBHCD&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_111&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFKBZG4YNSHJNG.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
TIMEWEAR,Rs.229,Rs.799,https://www.flipkart.com/timewear-232bdtg-analog-watch-collection-men/p/itmfg3kgg4srwpzd?pid=WATFG3J2MVRZEVHC&lid=LSTWATFG3J2MVRZEVHCUBWZEK&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_112&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSrWV5Vtr10KEkBZe5DAFSCVWfHIdMJCzs6W9B3rKmtkJA%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Daniel Jubile,Rs.217,Rs.1499,https://www.flipkart.com/daniel-jubile-exclusive-choice-black-diamond-studded-rose-gold-new-analog-watch-girls/p/itm0082cb569ad42?pid=WATFSG2PF7ZGZHWF&lid=LSTWATFSG2PF7ZGZHWF3M3VBZ&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_113&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFSG2PF7ZGZHWF.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Fogg,Rs.331,Rs.2299,https://www.flipkart.com/fogg-2058-wh-printed-white-day-date-analog-watch-men/p/itm050b7a9113836?pid=WATFAJB4CG32TRUU&lid=LSTWATFAJB4CG32TRUUZR851B&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_114&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFAJB4CG32TRUU.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Fastrack,Rs.1525,Rs.1795,https://www.flipkart.com/fastrack-6204sl03-analog-watch-women/p/itm40ff58afa5642?pid=WATFUKA5DZABPGMH&lid=LSTWATFUKA5DZABPGMH5KVCTD&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_115&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFUKA5DZABPGMH.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Espoir,Rs.312,Rs.1795,https://www.flipkart.com/espoir-lcs-96142-day-date-functioning-high-quality-analog-watch-men/p/itmf9w9yfbuutfcw?pid=WATF9W6FJJASTJHR&lid=LSTWATF9W6FJJASTJHR94GYTR&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_116&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSrKjH%2B%2BMfWTH5eYH9%2Bw6OkengyKvz%2BYfCjc%2FB%2B%2FQtV2nQ%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
Rizzly,Rs.375,Rs.1999,https://www.flipkart.com/rizzly-302-black-leather-strap-moon-designed-mens-boys-analog-watch-men/p/itmabfaf78aef8ed?pid=WATFWBMRKCKX62DD&lid=LSTWATFWBMRKCKX62DD3UGHSD&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_117&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFWBMRKCKX62DD.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
PETER ENGLAND,Rs.1924,Rs.3045,https://www.flipkart.com/peter-england-pe000015d-analog-watch-men/p/itm7c062d724efd3?pid=WATFVFG6JHJ7HCXG&lid=LSTWATFVFG6JHJ7HCXGAMXGDM&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_118&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFVFG6JHJ7HCXG.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
MAXIMA,Rs.944,Rs.2099,https://www.flipkart.com/maxima-o-46865cmgi-analog-watch-men/p/itm66fa646743194?pid=WATFYHKGCEXZEQDZ&lid=LSTWATFYHKGCEXZEQDZLZ37FL&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_119&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=e1bbebde-bcdd-45d4-b141-5d1fdefe5951.WATFYHKGCEXZEQDZ.SEARCH&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
EDDY HAGER,Rs.339,Rs.2599,https://www.flipkart.com/eddy-hager-eh-226-bk-black-day-date-analog-watch-men/p/itmf7uq4uvuqkn9h?pid=WATF7UHDJCFEHYFY&lid=LSTWATF7UHDJCFEHYFYE3KIMI&marketplace=FLIPKART&store=r18%2Ff13&srno=b_3_120&otracker=hp_omu_Deals%2Bof%2Bthe%2BDay_2_4.dealCard.OMU_A5N6E83IL3KE_3&otracker1=hp_omu_SECTIONED_manualRanking_neo%2Fmerchandising_Deals%2Bof%2Bthe%2BDay_NA_dealCard_cc_2_NA_view-all_3&fm=organic&iid=en_%2FcTQJus0BuNgJv%2Bbw2fL%2BqGbwwnWwPAQ6%2BlFQtZcjSrkWN2vypgztwQcRJun0SXJLTi0zYT3u1x3Y4G3A3CanA%3D%3D&ppt=None&ppn=None&ssid=x5p91c4u740000001622354924044
